parameter_id,parameter_name,parameter_description,chapter_id,chapter_citation,value,same_value_language_ids,value_language_count,language_count_total,count_ratio
42A,Pronominal and Adnominal Demonstratives,,42,Holger Diessel. 2013. Pronominal and Adnominal Demonstratives. In: Dryer; Matthew S. & Haspelmath; Martin (eds.) 2013. The World Atlas of Language Structures Online. Leipzig: Max Planck Institute for Evolutionary Anthropology. (Available online at https://wals.info/chapter/42),2,ain amb any arg bak bfg fre gua hlu irq kbl klb knm kok kor lan lav luo mam map mrg mul nan ndy ngz pnn poh so tas tng war wel wly wra ygr yko,37,76475,0.00048381824
41A,Distance Contrasts in Demonstratives,,41,Holger Diessel. 2013. Distance Contrasts in Demonstratives. In: Dryer; Matthew S. & Haspelmath; Martin (eds.) 2013. The World Atlas of Language Structures Online. Leipzig: Max Planck Institute for Evolutionary Anthropology. (Available online at https://wals.info/chapter/41),2,abk aeg afr ain ala ao apu arg arp bak bel bfg brm bur bya cnl cnt coo cub cze djr dre dyi egn eng epe eve evn ewe fin goo guu heb hun imo ind ing inr ita jak kab kas kay kha kho kio kis klm knd knm knr kob kok krg kwa kwm kyl lat lim lit lon mac mak mei mhi miy mlt mnd mnm moj mrg mrt mss mul mxc mym nbd ndy nez ngi ngl ngz niv nku nun ond orh pai pan pip pnn prh prs ram ret rus sla sml so swa swe tau tiw tml tna tng tru tsi tur tus udh urd ute vie wam wel wic wly wrg wrk yag yko ynk yor yus,126,76475,0.0016475973
